Close,High,Low,Open,Volume
AAPL,AAPL,AAPL,AAPL,AAPL
169.79864501953125,170.57604164188683,167.3385082183659,169.10980971830162,61177400
166.18719482421875,169.1688799431976,165.7837287151261,168.3029068340204,69589300
164.6323699951172,167.82069791691148,163.54006857345092,167.1121922796674,82772700
161.69989013671875,164.03209518170536,159.5644780309518,162.3493548856938,91162800
157.5176544189453,163.50069421366558,157.20274968475783,162.90042020266935,90009200
160.1450653076172,160.2533119239009,149.57631255444628,150.147066075262,141147500
162.221435546875,162.48711952478297,158.30488673407692,161.22753061493847,91974200
162.4871368408203,162.78235630766343,159.84002681342048,160.45998619224247,95056600
160.59774780273438,163.94354328714707,159.3873645469528,162.07383007117033,83474400
163.90415954589844,164.69140636238802,160.35172123734418,161.76876250392863,79724800
163.57945251464844,166.21672762708047,162.91030234634437,165.78374104030155,76678400
160.56822204589844,162.9102773059474,159.51529120397137,161.86718160657645,83737200
156.75994873046875,162.3887439653584,156.50408484630077,160.75520922600182,96418800
154.9296112060547,160.28287244930655,153.31576171497022,156.28761181988324,131148300
160.3517303466797,160.80440217190915,156.8681828813347,158.9051685561548,91454900
155.9923858642578,157.83256370946663,153.49287802702014,157.64559087729302,105342000
152.2628173828125,156.74027038411012,152.03648894987714,156.3958451472846,96970100
148.21832275390625,151.66251440478936,147.70662509120922,149.03509000440232,108732100
152.61708068847656,153.0894378821165,147.9821902189739,148.49388798885315,92964300
157.04530334472656,157.44876942008187,151.99711238572482,154.54581073699606,102300200
158.05886840820312,158.43281401642653,155.11655432923627,156.08092377543556,75615400
161.36529541015625,161.85732279036876,157.212583119924,157.95062419024276,123511700
162.74298095703125,163.69751527513725,160.410760966115,160.90278834594352,95811400
166.12814331054688,166.71856719819857,162.28048532842047,162.87090921607214,81532000
167.49598693847656,169.88723307812018,164.9767938445975,165.31138391398235,98062700
171.29444885253906,171.36332488957797,167.49599622256298,168.33243390367338,90131400
171.93405151367188,172.4851197852727,169.99546240540764,171.10744910627062,80546200
172.80003356933594,172.92795048627315,169.25743018713217,169.42471770580778,90371900
176.10646057128906,176.15565130084448,173.52822668291532,173.8726518827145,100589400
174.9354248046875,176.7460820205957,173.88247896845155,175.7029863422026,92633200
171.82583618164062,175.19130232369773,171.61917803441048,175.00432947989117,103049300
171.5305633544922,172.09148171149326,169.19835864281512,171.2550292541878,78751300
175.5947723388672,175.64397809076996,171.6585524344424,171.78648438629216,76468400
172.2686309814453,175.4569739407951,171.638836509714,174.66972709725982,73401800
169.09014892578125,170.86145068243167,167.4172586616336,169.61169680197753,89058800
169.39520263671875,170.59575076458447,167.14172361896223,168.4308330803216,77594700
167.3778839111328,169.0409389910171,166.5020757053073,169.0409389910171,76575500
163.10707092285156,166.33476922464124,162.8610572412183,166.0198795202021,72246700
164.9866485595703,167.1614014854587,163.98290835466773,165.34090892509556,79265200
167.6829376220703,168.3127321148904,164.11082878699807,164.72093797881234,70618900
162.65443420410156,168.53909354843174,162.40842046943686,167.89944882901148,75329400
162.4379119873047,163.94351443490115,160.96182997864284,161.30624010470765,69023900
164.73077392578125,165.14409017149563,161.2964321500132,162.3887336211493,67723800
164.5634765625,166.1871759578773,163.45150487225482,166.06907917381437,67929800
163.7664031982422,168.7949239860417,163.26454063992998,166.21670513338208,87227800
159.21023559570312,165.1932911869879,158.92486628163977,163.8057851903542,84882400
160.28286743164062,160.56823674674308,155.9333465615322,158.55092119216803,96046400
154.2998046875,159.7514619922399,154.22107849702726,159.66290065876512,95623200
154.073486328125,157.24212936237095,152.90245856859522,153.4240064759593,88063200
161.03073120117188,161.89670425341123,156.3958263617354,156.71073111363518,130216800
155.13623046875,163.54990186297132,154.74261456190868,159.25942241026976,131747600
155.44129943847656,155.70698341755673,150.8260801242461,154.21123096519486,123055300
156.93704223632812,158.1474403507243,153.8274407389376,155.62824765941318,88966500
163.372802734375,163.82545959087432,156.72058183628712,157.12404795896134,108256500
154.27029418945312,161.46373326041538,152.47930702556806,161.23740483289234,130525300
154.9995574951172,157.1282427342657,151.9444991405495,153.74796732614354,116124600
149.85523986816406,153.5705818622736,149.29351226682695,152.68362217522588,131577900
152.26968383789062,154.46736088090017,150.71259117184084,153.26504901265346,115366700
144.37583923339844,153.19606667734942,143.69584140711092,151.2743434971103,142689800
140.4929656982422,144.08018734631574,136.78748878802156,140.69992744454566,182602000
144.97698974609375,145.9526407258744,141.03498745815705,142.4935240941809,113990900
143.4297637939453,145.38106598701418,142.08948225415682,143.43962842487466,86643800
147.07611083984375,147.59842494021692,144.55321674293847,146.7016158103138,78336300
138.77816772460938,145.22333345373133,137.87149416160455,144.72073368432956,109742900
135.3585205078125,139.6060259100609,134.61939501913687,137.8518359532745,136095600
135.5950469970703,138.65995498562737,130.68725738522548,137.07329814838306,137426100
141.03501892089844,141.1828380246541,135.65417798096212,135.79214749031698,117726300
138.3248748779297,139.91153156082976,135.3388090457555,138.76834717267448,104132700
138.48257446289062,139.73414963230113,136.33417493293138,136.42286639453397,92482700
141.69529724121094,142.24717525757603,135.1515728345783,135.3979480231376,90601500
147.4703369140625,147.509750328954,143.15383866233717,143.28195857644457,90978500
146.68191528320312,148.47553371046925,144.71091395436392,146.9085912630533,103718400
146.55381774902344,149.53988370849348,145.53873817938137,147.72655096677192,74286600
149.017578125,149.07670576522273,144.7306437582719,145.6865807086683,72348100
143.27210998535156,145.82455342819665,142.36545106101252,144.770060362495,88570300
144.02108764648438,146.41586243222446,142.79906122963087,144.89818276511863,71598400
146.55381774902344,146.83960633947197,142.0106588574211,142.25703403584302,67808200
145.81468200683594,147.69697680968412,145.32193168448424,146.42568759453718,53950200
140.5718231201172,145.80482957531117,140.46341743862806,144.9474487547002,69473000
135.14170837402344,138.71906549283727,135.07271611079338,138.2460293933542,91437900
129.96783447265625,133.23968891028474,129.53421176750797,130.94347052169286,122207100
130.83505249023438,131.9486729653345,129.57361294213226,131.19969793288186,84784300
133.46632385253906,135.34863339335774,130.24374808427632,132.34285389788312,91533000
128.17422485351562,130.47044340040713,127.16900988024103,130.16494057459525,108123900
129.6524658203125,131.15043105016284,127.92783964673345,128.18407944512376,134520300
133.8999786376953,135.07272690596213,131.3869638200352,131.48550486996535,81000500
133.38754272460938,135.76258828513818,131.9684191301138,132.83564963087838,73409200
136.26519775390625,136.58055018558431,133.66347628298064,134.83622462315083,72433800
139.60604858398438,139.85242378689094,137.74345265151274,137.87155753149082,89116800
139.60604858398438,141.40951687376628,138.92605061795442,140.6309628115541,70207900
135.44720458984375,141.34049395514106,135.328949330103,140.06920480029078,67083400
137.21127319335938,138.63039676191534,134.68839353261495,135.4669475914292,66242400
134.7376708984375,136.36374120727302,131.8304465390549,135.2599851206719,98964500
136.9156036376953,137.02400931509246,133.69302720857007,134.06750724522163,71051600
139.5074920654297,139.5567701133716,134.94461850939908,135.772450617196,73353800
140.84774780273438,142.03034554759492,139.03443025811183,139.30051963790794,74064300
144.22802734375,144.42512446788226,141.20253310502923,141.21238269809453,66253700
144.90802001953125,145.41063501342293,142.89760515660754,143.15382993164704,64547800
142.76947021484375,144.51381052529135,141.6952781464939,143.5578737194986,63141600
143.74514770507812,146.2975911754457,142.94689446077814,143.64659160977368,77588800
143.3804931640625,144.32656535504097,140.05934579014044,140.91674157030096,71185600
146.3173065185547,146.7903426970183,141.1729910854223,141.9909585625348,78140700
147.99261474609375,148.67261252680902,146.05117747327142,147.60827013580402,76259900
144.93760681152344,149.37236031781808,144.57296129769512,148.5543928665957,81420900
148.81060791015625,149.0372688640094,144.77991359630315,145.77526390456921,82982400
150.82101440429688,151.49116267268522,148.18972944635095,148.9288549414216,64823400
153.0975341796875,153.3143455287886,149.73697330616696,152.25985260020167,65086600
151.85580444335938,154.01405345612082,151.1856711624816,153.13695840464973,66675400
150.73231506347656,152.79200772624299,150.07203146028309,151.77694330248553,53623900
149.40188598632812,150.87027214829726,148.613482556807,150.05230490595423,55138700
154.5166473388672,155.04882613514658,149.95378934695273,150.36769783431046,78620700
155.0685272216797,155.35431578247076,152.17115301810267,154.70388176992367,81378700
160.15371704101562,161.257488076031,157.1873652790473,158.90214195015406,101786900
159.16819763183594,161.21804069901455,158.5571920674769,158.67544732830873,67829400
157.68995666503906,160.05516729364513,157.31547663627524,157.77866315380257,59907000
163.72125244140625,164.17457438761855,158.41925333428367,158.50794479712317,82507500
163.40586853027344,164.76586430720064,162.04587275334626,163.60296566260632,55474100
163.1788787841797,163.67231353700947,160.85972942250632,161.0669786444056,56697000
162.70518493652344,165.60658394853183,162.04398411639912,164.18548932563507,60276900
162.75453186035156,163.6427235312398,161.10646144310655,161.86635524789833,63135500
167.01780700683594,167.11648492615134,164.70852083002953,165.47827786948693,70170500
166.2776641845703,168.74483818248612,165.9816002931334,167.8270416248752,57149200
169.84027099609375,169.9093440404782,167.1757109224635,167.59020942251294,68039400
170.9159393310547,171.1133102288565,169.10010297778325,169.2678689938365,54091700
170.75804138183594,171.42912052331732,169.40603488259293,170.5113239880509,56377100
172.25808715820312,173.83706944158646,170.3040896179902,170.50146052110878,79542000
171.86334228515625,172.60349451732048,170.8468677576589,171.4686004513763,62290100
169.2678985595703,171.45875054224155,169.06064929269627,170.75806641545842,70346300
165.36973571777344,167.62966033417896,164.94537398602955,167.4618943197239,69026800
165.03419494628906,166.49477276056035,164.46180878530728,164.88617053329148,54147100
165.33026123046875,165.90264739975865,164.06706935977206,165.12302704926418,53841500
167.7974395751953,167.9059958352742,166.13950584864693,166.56385255540565,51218200
161.47158813476562,168.80403659370677,161.41237837214825,168.33034343433388,78961000
159.2610321044922,160.76106316026429,157.72151782921043,159.03404123840198,73314000
156.8234405517578,160.4255083111715,155.64906340226676,160.00116164152158,77906200
155.15562438964844,158.47150652042689,155.07667302243541,158.2050475383872,87991100
155.88592529296875,156.3398768664933,152.6391159459931,154.58325022090398,74229900
153.76412963867188,158.2543887367361,152.93516289828764,157.65239775798332,76957800
152.50094604492188,155.0273296121399,151.6719792603848,154.4154753271388,73714800
153.91220092773438,154.61286996329966,151.59305117128892,152.78717010211398,87449600
152.43186950683594,154.3069155323693,150.6752279441013,152.60949878868428,84923800
155.30368041992188,155.74778383324283,152.71808661547112,153.4286340066607,68028800
161.2840576171875,162.1031610201214,157.20829726516436,157.4944827633307,104956000
151.8200225830078,158.4320461932663,151.35619264515168,157.80045022276116,122656600
153.2707061767578,155.0372110898694,151.59303096684667,152.75752979849568,87965400
150.3693084716797,153.2016343191028,149.39231725485783,152.6193698403597,90481100
148.7212371826172,149.36271142090462,146.4218293394224,149.22455028716234,162278800
152.45162963867188,152.53058102303027,147.14228080189363,147.34951500970212,81474200
154.83981323242188,156.00432703299086,151.06997970170357,151.38577010052077,107689800
151.70159912109375,156.6556888275703,151.5831795854477,155.27406232514645,101696800
150.73446655273438,152.44174672656402,148.92849339656019,150.37919289810281,86652500
148.4547882080078,149.48114103515752,146.60934685596038,149.20481874902532,96029900
148.7903289794922,151.750937683408,147.67516154898482,147.69490315670595,93339400
149.767333984375,152.68847479986027,147.98110231146464,150.734477091982,84442700
147.87252807617188,148.6620267188795,142.93818038229188,145.7014181025515,146691400
140.60914611816406,144.79347774230442,138.83277820893315,144.18162354073726,128138200
136.38536071777344,141.22103026133098,136.1879898311541,139.42492055869818,124925300
140.57958984375,141.19145931529042,135.8820953561044,136.39527183139853,114311700
144.181640625,144.30006014683647,142.36578929238382,143.12568302717952,87830100
144.47769165039062,145.44483462169993,141.13220458118386,142.17829892107557,79471000
143.5204315185547,145.60272687269935,143.31319734564778,143.8954467664891,68402200
138.2505645751953,141.22105183590455,137.61896860646343,140.6683921871329,85925600
138.5762481689453,140.02694790278036,136.750548170711,138.5762481689453,74899000
137.1551513671875,139.49404287569013,136.40513579064609,138.06306971513882,77033700
136.5235137939453,138.51699426564903,136.34588452399208,137.30314907900447,70433700
141.1125030517578,141.70461583345536,132.60567604457702,133.21754549496526,113224000
136.56298828125,142.62236561257416,136.37548069154334,142.41511641910063,88598000
140.54010009765625,141.02365655306738,138.4281998048671,139.21769847828358,85250900
141.8625030517578,144.77376532008952,138.76373315265158,143.57966155321216,99136600
141.97105407714844,143.0467382727137,139.6420413366173,139.82954896048238,61758300
141.5072021484375,143.97437563945456,140.77691337406094,141.1420652904652,64522000
145.33628845214844,145.90867462024406,140.7769407155068,140.99405322955806,86548600
147.48765563964844,148.2574127069579,144.08295860217441,145.25733581108966,75981900
150.3397216796875,150.48776116501867,147.39885428402872,148.1192649256449,74732300
147.3889923095703,149.9943276549768,146.09618038338365,148.9778530921607,88194300
142.8987274169922,147.09292340264514,142.23752656273683,146.12579536819774,109180200
153.695068359375,155.4319533375391,145.87906336998515,146.25406355734995,164762400
151.32656860351562,152.21476020669766,149.92521569193562,151.14893931793952,97943200
148.67185974121094,153.40883557513413,147.17182918957292,153.04369873878463,80379300
143.1256561279297,150.17190246315567,143.09605125303457,146.99418205134486,93604600
137.0564422607422,140.92496892991684,136.92814440584334,140.19468007204958,97918500
136.78955078125,141.03023754059535,132.83552430474884,140.456901891493,140814800
137.32334899902344,137.55070131674174,134.1107022229699,135.53415428478314,83374600
137.89666748046875,139.8044779338877,135.9097746908865,138.796212085486,89908500
133.3199005126953,136.95761319516816,133.04311982943733,136.90818484099725,74917800
145.18197631835938,145.18197631835938,137.8966866598679,139.61669377296678,118854000
147.9794464111328,148.28588106740983,142.71070401695297,144.1440507641814,93979700
146.5757598876953,148.5527731206919,145.73552323030617,147.25783186642536,73374100
148.31553649902344,151.82473825025608,146.85255082741247,150.47048891741846,89868300
147.07989501953125,148.14748399123684,145.5971350727314,147.41599873753398,64218300
148.9877166748047,149.7389762643868,144.47023425105218,144.74701489370946,80389400
149.55117797851562,150.9449761011956,148.24635692578445,150.55945907613687,74829600
146.30886840820312,148.6417447784354,146.02220810744817,148.43416682216127,58724100
148.4539337158203,148.69118076144065,145.24128683803002,146.42750698271593,51804100
149.3336944580078,150.0849540196098,147.62356723542243,147.73230356123182,58301400
146.40771484375,147.16886915801885,145.4290878682615,146.6054131493823,35195900
142.56243896484375,144.95462339373816,141.73209694821898,143.47186332830165,69246000
139.54750061035156,143.1456646936347,138.73693289245665,142.6316369436181,83763800
146.32864379882812,147.01071582680532,138.9346179969114,139.7748396315525,111380900
146.60543823242188,147.41602103263662,144.92497972191345,146.50659660440166,71250400
146.1111602783203,146.29897894842466,143.9759823709456,144.28243209151336,65447400
144.94473266601562,149.18541949197922,144.09461635687657,146.07162962618466,68826400
141.26748657226562,145.60703008872727,140.28885957535718,145.3796777864446,64727200
139.32012939453125,141.72219330934035,138.39093073198447,140.55576270463825,69721100
141.0104522705078,141.87046321930262,139.47827919618652,140.72379200985142,62128300
140.526123046875,143.89693468072133,139.28059488984613,140.70404702164143,76097000
142.82933044433594,142.83921008074833,139.4387448115005,141.0598951045821,70462700
143.79806518554688,148.24634516014598,142.58220621584587,147.78174582279246,93886200
141.56405639648438,144.97440162134333,139.53761456960953,143.67946020964052,82291200
134.93112182617188,140.17020869398007,134.46652261760673,139.48813687360098,98931900
132.96401977539062,136.06792995299983,132.19298581991796,135.1189720463015,160156900
130.84860229492188,133.64607753663165,129.81068252303507,133.55711557048346,79592600
130.77943420410156,131.7185125149171,128.39712953221752,129.87988952300458,77432800
133.89321899414062,135.2375886040089,131.224254130209,131.45160643001654,85928000
130.710205078125,133.01342694162034,128.80239484896603,132.80584903157887,77852100
130.34446716308594,130.89802838748807,128.1499815353403,129.41526864352002,63814900
128.5355224609375,129.89966650674359,127.24058112280677,129.87001251300126,69007800
124.59137725830078,129.52402325835672,124.42333294025542,128.17965363057965,85438400
128.120361328125,128.98035737968635,126.26197134070489,126.51897766739482,75703700
128.4366455078125,128.45641986166103,125.9653867378923,126.93412645040064,77034200
